filiere,type_ecole,ville,moyenne,stages,niveau_francais,niveau_anglais,niveau_programmation,niveau_algorithme,projets,certifications,participation_hackathon,open_source_contributions,soft_skills,linkedin_profile,recrute,salaire_estime_dh
GINF,ENSA,Marrakech,17.06,2,7,6,4,7,4,2,1,0,7,0,1,11000
Data Science,FST,Tanger,12.46,1,9,8,5,3,1,0,0,1,10,1,1,9600
Cybersécurité,OFPPT,Casablanca,15.54,4,8,6,4,10,2,1,1,1,6,0,1,10100
Cybersécurité,OFPPT,Agadir,16.02,1,5,7,4,8,6,3,1,0,7,1,0,0
GINF,OFPPT,Agadir,11.21,1,7,3,9,4,3,0,0,0,6,0,0,0
GINF,EST,Fès,13.2,1,10,6,6,8,0,0,0,0,10,1,0,0
Cybersécurité,FST,Tanger,13.86,3,9,9,3,3,1,0,0,0,4,1,0,0
Réseaux & Télécoms,EST,Marrakech,12.85,1,5,7,3,8,2,1,0,0,8,0,0,0
Réseaux & Télécoms,ENSA,Casablanca,12.58,2,8,4,4,6,1,0,0,0,5,0,0,0
Data Science,ENSA,Rabat,15.49,1,10,5,6,3,4,2,0,0,6,1,0,0
Développement Web,Faculté (FS),Agadir,11.73,2,6,3,10,4,5,2,1,0,8,1,0,0
Data Science,Privée (EMSI/IGA),Tanger,15.68,4,10,10,5,10,3,1,0,0,7,1,1,12900
Développement Web,ENSA,Fès,17.48,3,4,9,5,7,5,1,1,1,5,1,1,12200
GINF,ENSA,Marrakech,14.52,4,5,9,3,4,6,0,1,1,5,1,0,0
GI,OFPPT,Marrakech,14.89,4,6,3,9,9,3,1,1,0,8,0,1,8000
Data Science,EST,Kenitra,10.55,3,5,4,9,10,3,2,0,0,8,1,1,8600
Data Science,OFPPT,Casablanca,16.92,2,5,3,4,5,7,2,0,0,10,1,0,0
Développement Web,OFPPT,Agadir,12.28,2,5,7,6,3,7,2,1,0,8,1,1,8200
GINF,Privée (EMSI/IGA),Casablanca,14.92,2,8,3,6,4,6,1,0,0,4,0,0,0
GINF,FST,Fès,17.83,3,7,3,5,6,0,2,1,0,4,0,0,0
Développement Web,Faculté (FS),Rabat,14.76,1,5,3,5,6,4,1,1,0,5,1,0,0
GINF,FST,Rabat,15.8,0,8,10,9,10,7,3,0,0,8,1,1,11200
Cybersécurité,Faculté (FS),Rabat,13.56,1,4,7,7,9,0,0,0,0,9,0,0,0
Réseaux & Télécoms,FST,Marrakech,10.48,1,7,8,7,8,6,3,0,1,9,1,1,10800
Cybersécurité,ENSA,Agadir,16.38,4,8,5,4,4,4,2,1,0,4,1,0,0
GI,FST,Casablanca,10.28,0,10,6,7,8,4,0,0,0,5,1,0,0
Data Science,FST,Casablanca,15.61,2,4,8,6,5,6,2,0,0,6,0,0,0
GI,OFPPT,Fès,10.18,1,10,3,7,3,4,2,0,0,10,1,0,0
Data Science,OFPPT,Rabat,16.9,3,7,4,10,5,3,3,1,0,9,0,0,0
Réseaux & Télécoms,Faculté (FS),Agadir,11.26,1,8,9,3,7,7,2,0,0,8,0,0,0
GINF,ENSA,Agadir,14.11,2,4,4,3,9,6,0,0,1,4,1,0,0
Cybersécurité,OFPPT,Fès,14.78,1,8,7,8,8,3,2,0,0,5,0,0,0
Développement Web,FST,Tanger,13.66,4,4,5,5,4,7,0,0,0,8,1,0,0
Cybersécurité,OFPPT,Agadir,12.73,4,5,3,5,8,7,3,1,0,5,1,0,0
Réseaux & Télécoms,Privée (EMSI/IGA),Agadir,13.74,1,5,7,9,5,3,1,0,0,6,0,0,0
GI,ENSA,Casablanca,12.49,4,7,6,4,10,7,2,0,0,9,1,1,13000
Développement Web,OFPPT,Fès,13.5,3,4,5,10,9,0,3,0,1,5,0,1,9200
GINF,ENSA,Agadir,12.87,0,5,5,3,7,2,2,1,0,10,1,0,0
Réseaux & Télécoms,EST,Agadir,14.53,1,7,7,8,5,5,0,0,0,10,1,0,0
Développement Web,FST,Casablanca,11.9,3,6,8,10,7,6,2,0,0,5,1,1,11900
Réseaux & Télécoms,ENSA,Agadir,17.91,3,5,9,4,9,6,1,0,0,6,1,1,11700
Réseaux & Télécoms,OFPPT,Casablanca,14.01,3,5,4,4,6,6,2,0,0,7,1,0,0
GINF,ENSA,Tanger,11.55,2,9,8,10,6,4,1,0,0,10,0,1,11000
Data Science,ENSA,Marrakech,13.82,1,8,5,9,4,6,1,0,0,8,0,1,9900
Développement Web,Faculté (FS),Kenitra,16.93,1,6,4,7,10,6,2,1,0,6,1,1,8100
GINF,OFPPT,Casablanca,10.17,1,4,5,5,5,0,3,0,0,10,1,0,0
Réseaux & Télécoms,Privée (EMSI/IGA),Casablanca,15.44,0,7,10,4,6,3,2,0,1,9,1,0,0
GINF,OFPPT,Agadir,14.38,3,6,9,10,8,5,1,1,1,6,0,1,9200
Data Science,Faculté (FS),Casablanca,11.36,1,4,5,4,9,3,3,0,0,9,1,0,0
Cybersécurité,EST,Fès,16.54,4,5,5,5,3,2,1,0,1,8,0,0,0
Développement Web,ENSA,Rabat,12.95,2,10,6,9,9,3,1,1,0,9,1,1,11600
Data Science,ENSA,Rabat,12.35,0,9,4,5,8,4,2,1,0,5,1,0,0
GI,FST,Tanger,16.63,2,10,6,3,6,1,0,1,0,4,1,0,0
Développement Web,Faculté (FS),Casablanca,15.11,3,7,4,5,6,7,2,0,0,8,1,0,0
Data Science,FST,Fès,17.19,4,7,9,7,5,6,0,0,0,6,1,1,10800
Réseaux & Télécoms,OFPPT,Agadir,15.04,3,6,9,3,7,5,0,1,0,5,1,1,8300
Développement Web,FST,Agadir,15.93,1,8,10,9,3,6,2,0,0,9,1,1,10300
Développement Web,ENSA,Kenitra,16.69,2,4,6,10,3,3,0,1,0,7,1,0,0
GINF,ENSA,Marrakech,10.44,4,9,6,8,7,7,1,1,0,5,1,1,11600
Réseaux & Télécoms,OFPPT,Tanger,16.21,2,9,6,4,5,2,3,1,0,4,1,0,0
GI,OFPPT,Fès,14.91,0,10,9,7,6,5,2,0,0,5,1,1,7600
Cybersécurité,OFPPT,Fès,10.56,4,6,9,7,7,1,0,1,0,10,1,1,8800
Data Science,ENSA,Kenitra,14.07,0,8,7,3,9,5,1,0,0,4,1,0,0
GINF,Privée (EMSI/IGA),Kenitra,10.66,4,8,6,4,9,7,3,0,0,7,0,1,12900
Data Science,ENSA,Agadir,15.89,1,8,10,3,9,7,0,1,1,7,0,1,11000
GI,ENSA,Marrakech,14.37,2,7,8,6,3,6,0,0,0,5,1,0,0
GI,Privée (EMSI/IGA),Agadir,17.63,2,4,8,6,3,6,1,0,0,8,1,0,0
Développement Web,EST,Marrakech,11.47,3,4,5,3,9,4,3,0,0,8,1,0,0
GI,Faculté (FS),Rabat,14.85,4,10,3,4,9,4,3,0,0,8,1,1,10800
Data Science,ENSA,Fès,11.69,4,6,6,9,9,4,1,0,0,9,1,1,11600
Réseaux & Télécoms,Faculté (FS),Kenitra,14.91,0,5,3,4,6,2,3,0,0,9,1,0,0
Réseaux & Télécoms,Privée (EMSI/IGA),Rabat,15.78,4,6,3,5,6,1,2,0,1,7,1,0,0
Développement Web,EST,Agadir,15.78,2,4,5,9,4,4,3,0,0,10,1,1,8700
Cybersécurité,Faculté (FS),Tanger,16.52,4,10,3,7,8,6,0,0,1,4,1,1,9100
Data Science,ENSA,Casablanca,16.83,3,7,10,10,7,3,3,0,0,9,1,1,13700
Data Science,Faculté (FS),Tanger,10.62,3,6,9,3,6,1,2,0,0,9,1,0,0
GI,EST,Tanger,12.75,2,10,3,9,4,4,2,0,0,6,1,0,0
Data Science,ENSA,Casablanca,15.5,2,5,9,7,5,7,0,1,0,5,1,1,11800
GINF,EST,Fès,13.99,2,9,9,9,9,1,0,0,0,9,1,1,8300
Cybersécurité,ENSA,Rabat,11.53,4,6,8,7,3,5,2,1,0,9,0,1,13400
GI,Privée (EMSI/IGA),Rabat,14.42,4,10,9,6,7,3,1,0,0,4,1,1,13700
GINF,EST,Fès,13.26,1,8,3,6,8,0,2,0,0,6,1,0,0
Développement Web,ENSA,Casablanca,13.12,0,5,4,8,5,4,3,0,0,7,1,0,0
Réseaux & Télécoms,FST,Marrakech,16.48,4,8,10,9,7,7,0,0,0,6,1,1,11000
Développement Web,EST,Tanger,13.26,1,7,6,9,7,3,1,1,0,10,1,1,7600
Réseaux & Télécoms,OFPPT,Agadir,10.21,1,4,10,3,6,7,2,1,0,7,1,0,0
Développement Web,Privée (EMSI/IGA),Rabat,10.46,3,6,10,8,4,2,0,1,0,7,0,1,13000
Data Science,FST,Fès,16.85,4,10,6,10,7,5,3,0,0,9,1,1,11400
GINF,OFPPT,Agadir,17.68,1,6,3,3,8,4,1,0,0,9,0,0,0
Réseaux & Télécoms,Faculté (FS),Kenitra,15.51,3,8,5,4,5,0,1,1,0,9,1,0,0
GI,ENSA,Casablanca,12.91,0,8,4,10,8,7,1,0,0,4,1,0,0
GINF,Faculté (FS),Agadir,17.51,3,4,5,3,7,5,3,1,0,8,1,0,0
GI,FST,Agadir,15.3,0,10,5,10,10,3,0,0,0,10,0,1,8000
GINF,Faculté (FS),Tanger,16.75,2,6,3,9,8,5,2,0,0,8,1,1,8400
GINF,OFPPT,Casablanca,16.13,2,10,7,4,8,3,0,1,0,4,1,0,0
Développement Web,FST,Agadir,13.03,3,4,3,10,9,7,3,1,0,5,1,1,10300
Réseaux & Télécoms,Privée (EMSI/IGA),Rabat,13.83,2,8,8,4,10,1,0,1,0,7,1,0,0
Réseaux & Télécoms,OFPPT,Casablanca,11.49,4,9,7,3,4,4,1,0,1,5,1,0,0
GINF,FST,Rabat,12.34,3,10,9,4,10,0,2,1,0,10,1,1,12100
Data Science,Faculté (FS),Fès,16.23,1,8,4,7,3,2,3,0,0,7,0,0,0
Data Science,EST,Fès,17.15,4,5,7,4,10,1,1,0,0,9,1,1,9300
GI,Privée (EMSI/IGA),Kenitra,15.8,3,8,3,7,7,4,0,0,0,7,1,1,10600
GI,Faculté (FS),Marrakech,13.72,0,8,3,7,5,0,1,1,0,9,1,0,0
Développement Web,ENSA,Fès,10.69,2,10,5,7,9,1,0,0,0,8,1,0,0
GINF,EST,Agadir,10.46,2,9,3,10,9,0,0,0,0,10,1,0,0
GI,Faculté (FS),Casablanca,12.99,2,4,9,5,3,5,3,0,0,8,1,0,0
GI,ENSA,Fès,13.71,3,5,8,8,8,0,0,0,0,7,1,0,0
Cybersécurité,ENSA,Rabat,14.87,4,5,3,9,3,7,1,0,0,10,0,0,0
GINF,FST,Agadir,10.05,0,6,6,5,6,1,3,0,0,10,1,0,0
Développement Web,EST,Fès,17.92,2,9,6,9,6,1,2,1,0,9,0,1,8500
GI,FST,Tanger,12.91,4,7,5,9,7,4,3,0,0,8,1,1,11200
Développement Web,EST,Rabat,16.78,1,6,7,4,9,1,1,1,0,8,1,1,8800
Réseaux & Télécoms,ENSA,Kenitra,14.28,1,6,7,8,5,6,0,0,0,9,1,0,0
Développement Web,Faculté (FS),Kenitra,11.04,0,6,6,9,10,6,3,0,1,6,1,1,8900
Data Science,FST,Kenitra,16.38,2,5,8,8,6,5,3,0,0,10,1,0,0
Data Science,ENSA,Rabat,15.68,1,4,4,8,8,6,3,0,0,10,0,1,11500
Développement Web,EST,Kenitra,14.22,4,10,9,3,4,4,1,0,1,6,1,0,0
Data Science,Faculté (FS),Marrakech,14.12,4,8,10,4,4,0,0,0,0,9,1,0,0
Réseaux & Télécoms,ENSA,Tanger,10.7,1,5,9,10,10,1,2,0,0,7,1,1,11100
GINF,ENSA,Marrakech,15.25,2,8,9,5,8,4,2,1,0,10,1,1,11600
Data Science,ENSA,Fès,17.29,0,8,8,8,10,4,0,1,0,8,1,1,9600
Data Science,OFPPT,Tanger,10.75,2,7,6,9,10,2,2,1,0,10,1,1,8000
Développement Web,OFPPT,Rabat,12.11,3,10,9,8,3,4,0,0,0,10,0,0,0
Réseaux & Télécoms,OFPPT,Marrakech,17.22,1,6,8,9,8,4,3,0,0,6,0,0,0
GINF,OFPPT,Agadir,12.27,3,7,4,6,3,2,3,0,0,5,1,0,0
Développement Web,Faculté (FS),Tanger,15.23,1,6,7,8,3,3,1,0,0,7,1,0,0
Développement Web,FST,Rabat,14.28,0,5,6,8,4,5,3,1,1,7,1,0,0
Cybersécurité,Faculté (FS),Casablanca,14.77,2,8,10,6,10,1,1,0,1,10,1,1,10900
Réseaux & Télécoms,ENSA,Tanger,13.33,2,7,3,4,10,7,2,0,0,5,1,1,10400
GINF,Faculté (FS),Tanger,12.4,1,9,9,5,6,2,2,0,0,7,1,0,0
Réseaux & Télécoms,OFPPT,Fès,10.39,4,5,4,10,8,6,3,1,1,8,1,1,9500
GINF,FST,Agadir,15.95,3,5,4,7,6,4,0,1,0,10,1,0,0
Réseaux & Télécoms,EST,Fès,15.97,2,9,4,5,7,4,2,0,0,6,1,0,0
Développement Web,EST,Kenitra,15.37,2,6,7,4,5,1,2,0,0,4,0,0,0
Développement Web,Faculté (FS),Tanger,15.15,1,8,8,5,4,5,2,0,0,10,0,0,0
GI,Faculté (FS),Tanger,11.95,4,6,5,6,9,6,0,0,0,6,1,1,9000
Data Science,OFPPT,Kenitra,10.18,3,6,9,8,3,0,3,0,0,9,0,0,0
Cybersécurité,EST,Agadir,16.47,4,5,3,8,5,2,1,0,0,5,1,0,0
Réseaux & Télécoms,OFPPT,Agadir,13.93,4,6,9,10,3,3,0,0,0,4,0,1,8800
Cybersécurité,Faculté (FS),Marrakech,12.45,1,4,6,7,5,1,0,0,1,9,1,0,0
GI,OFPPT,Rabat,10.82,4,9,10,4,5,1,2,1,0,9,1,1,10800
Data Science,FST,Rabat,10.5,3,10,8,8,6,2,1,0,0,8,0,0,0
Réseaux & Télécoms,FST,Marrakech,12.79,0,9,4,4,9,4,0,1,0,8,1,0,0
GINF,Faculté (FS),Rabat,16.44,0,8,10,3,7,4,2,1,0,10,1,1,9800
Data Science,OFPPT,Tanger,17.35,3,9,9,9,7,7,0,1,0,10,1,1,8300
Développement Web,Privée (EMSI/IGA),Marrakech,17.17,1,6,7,7,3,7,2,1,0,6,0,0,0
GI,ENSA,Marrakech,17.36,2,6,4,9,4,3,1,0,0,10,1,0,0
Data Science,ENSA,Rabat,17.26,1,7,8,4,7,2,1,0,0,7,1,0,0
Data Science,Privée (EMSI/IGA),Casablanca,14.22,3,8,6,5,4,1,2,0,0,9,1,0,0
Développement Web,FST,Rabat,11.76,4,8,10,5,3,6,3,0,0,7,1,1,13200
Réseaux & Télécoms,Faculté (FS),Fès,16.38,0,9,3,5,4,2,0,0,0,5,0,0,0
GINF,FST,Casablanca,11.71,4,6,4,5,5,0,3,0,0,7,1,0,0
Développement Web,ENSA,Marrakech,12.14,1,4,9,4,5,7,0,0,0,8,0,0,0
GINF,OFPPT,Casablanca,11.87,3,7,9,6,3,1,1,0,0,4,0,0,0
Réseaux & Télécoms,OFPPT,Tanger,14.12,0,4,10,7,4,3,0,1,0,9,1,0,0
Data Science,EST,Agadir,12.57,3,6,7,5,10,3,2,1,0,6,1,1,9200
GINF,EST,Casablanca,11.23,0,8,10,4,10,7,2,0,0,10,0,1,9300
GI,OFPPT,Fès,13.63,0,8,7,8,10,1,2,0,1,6,1,0,0
GI,ENSA,Agadir,16.99,0,10,5,8,9,4,3,0,0,6,1,0,0
Développement Web,OFPPT,Tanger,14.56,1,4,7,4,9,1,1,0,0,7,1,0,0
Réseaux & Télécoms,EST,Fès,17.03,3,10,5,5,4,1,1,0,0,4,0,0,0
Développement Web,Faculté (FS),Kenitra,11.57,2,10,3,3,3,0,1,1,0,7,0,0,0
Développement Web,Privée (EMSI/IGA),Agadir,11.34,2,5,6,4,9,1,2,0,0,7,1,0,0
Cybersécurité,Faculté (FS),Kenitra,14.6,2,6,5,7,7,5,1,0,0,9,1,1,8400
Développement Web,FST,Tanger,13.71,3,8,4,7,6,6,3,0,0,8,1,1,10500
Cybersécurité,Faculté (FS),Agadir,15.28,4,9,8,3,10,5,3,0,0,9,1,1,10800
GI,EST,Agadir,16.36,3,5,9,10,7,2,3,1,0,10,1,1,10000
GI,EST,Rabat,16.01,0,8,4,8,8,2,2,0,0,8,1,0,0
Développement Web,Privée (EMSI/IGA),Fès,17.54,4,9,9,8,6,6,0,1,1,9,0,1,12800
GI,OFPPT,Fès,13.19,0,8,6,4,4,3,1,0,0,9,0,0,0
Réseaux & Télécoms,Faculté (FS),Casablanca,11.65,0,5,10,3,6,4,3,0,0,7,1,0,0
Cybersécurité,EST,Kenitra,14.41,3,4,7,4,9,3,0,0,1,9,1,0,0
Cybersécurité,ENSA,Kenitra,10.89,2,6,8,4,6,0,0,0,1,5,0,0,0
Développement Web,ENSA,Fès,12.31,4,10,4,3,4,1,3,0,0,10,1,0,0
GI,Faculté (FS),Fès,11.66,1,5,8,8,5,6,3,1,0,10,1,1,9300
GINF,OFPPT,Agadir,13.17,2,5,5,9,6,3,1,1,0,5,0,0,0
Cybersécurité,FST,Kenitra,10.89,1,10,6,6,9,1,1,0,0,5,1,0,0
Développement Web,OFPPT,Marrakech,10.25,3,8,4,5,9,3,0,0,0,9,1,1,7300
Développement Web,ENSA,Rabat,15.25,4,9,7,5,10,1,0,0,0,7,0,0,0
Réseaux & Télécoms,EST,Casablanca,14.88,3,10,8,5,3,3,0,0,0,10,1,1,9600
Data Science,ENSA,Rabat,15.67,1,5,7,3,7,5,2,0,0,4,0,0,0
Data Science,FST,Casablanca,15.28,0,6,8,4,4,5,0,0,1,5,0,0,0
Cybersécurité,ENSA,Tanger,10.91,3,10,4,9,4,7,2,0,0,8,0,1,11100
Réseaux & Télécoms,Privée (EMSI/IGA),Agadir,12.33,4,10,6,9,6,5,1,0,0,6,1,1,12100
Réseaux & Télécoms,ENSA,Fès,11.04,3,4,3,4,5,6,0,0,0,6,1,0,0
Réseaux & Télécoms,Privée (EMSI/IGA),Fès,16.74,2,9,4,7,5,2,1,1,0,7,1,0,0
Cybersécurité,FST,Marrakech,15.98,3,4,7,9,7,6,0,0,0,6,1,0,0
Data Science,Privée (EMSI/IGA),Kenitra,11.61,1,4,3,4,7,6,1,0,0,10,1,0,0
Réseaux & Télécoms,Faculté (FS),Kenitra,12.73,3,6,10,8,9,0,0,0,0,7,1,1,9500
GI,Privée (EMSI/IGA),Rabat,17.73,4,8,6,6,5,3,2,1,0,6,0,1,13500
Développement Web,ENSA,Rabat,14.75,3,9,7,5,8,2,3,1,0,4,0,0,0
Développement Web,OFPPT,Rabat,16.41,3,9,6,9,5,6,1,0,0,4,1,1,9100
GINF,Privée (EMSI/IGA),Kenitra,12.12,4,10,8,10,5,6,1,0,0,4,1,1,12500
GINF,ENSA,Fès,11.68,3,6,4,8,6,4,3,1,0,4,1,0,0
Cybersécurité,ENSA,Kenitra,16.27,4,9,6,8,9,3,0,1,1,5,1,1,11700
Cybersécurité,FST,Rabat,15.49,1,5,7,9,3,1,2,1,0,10,1,1,10700
Développement Web,Privée (EMSI/IGA),Agadir,15.45,4,7,4,9,7,0,2,1,0,8,0,1,12100
GI,FST,Casablanca,14.42,1,10,9,6,8,2,2,0,0,4,1,1,11100
Data Science,FST,Fès,14.51,1,7,7,5,8,2,0,1,0,9,1,1,8900
Data Science,ENSA,Agadir,15.89,4,7,7,9,10,0,1,1,0,5,1,1,11800
Cybersécurité,ENSA,Tanger,12.16,3,4,9,3,4,7,0,0,0,7,1,0,0
GI,OFPPT,Agadir,12.82,2,9,9,6,5,3,2,1,0,6,1,1,8600
Cybersécurité,ENSA,Agadir,16.97,4,10,3,8,5,1,3,0,0,6,1,0,0
Data Science,Faculté (FS),Tanger,12.47,3,6,5,9,10,4,2,0,0,5,0,1,9300
Cybersécurité,Privée (EMSI/IGA),Agadir,14.37,1,9,6,4,3,3,1,0,0,9,1,0,0
Réseaux & Télécoms,ENSA,Casablanca,15.62,0,6,6,5,9,0,0,1,0,9,0,0,0
Cybersécurité,Faculté (FS),Fès,18.0,2,9,3,7,5,7,0,0,0,6,0,0,0
Développement Web,ENSA,Marrakech,13.48,3,10,10,10,10,3,2,0,0,9,1,1,12300
Cybersécurité,Faculté (FS),Kenitra,13.42,2,10,8,6,7,6,1,0,0,4,0,1,9000
Développement Web,ENSA,Tanger,16.74,0,4,10,8,8,3,1,0,0,10,1,1,10400
GI,OFPPT,Fès,16.44,0,10,6,3,5,7,3,0,0,6,0,0,0
Data Science,EST,Rabat,15.85,0,5,9,8,3,0,2,0,0,4,1,0,0
GINF,FST,Casablanca,13.71,4,7,10,7,10,7,3,0,0,4,1,1,13200
GINF,Faculté (FS),Marrakech,12.59,2,7,3,9,6,7,0,1,0,6,1,1,7600
Data Science,ENSA,Casablanca,14.87,4,9,6,9,7,0,0,1,0,10,1,1,12200
GINF,OFPPT,Casablanca,17.01,0,4,6,3,6,7,1,0,0,5,1,0,0
Cybersécurité,EST,Rabat,17.07,3,7,7,5,4,4,3,0,0,7,0,0,0
GI,Faculté (FS),Marrakech,10.87,0,9,3,6,3,0,1,0,0,5,1,0,0
GI,ENSA,Kenitra,13.43,4,10,9,3,4,0,2,0,0,8,1,1,12600
Data Science,Faculté (FS),Casablanca,13.72,0,8,8,7,10,0,1,0,0,8,1,1,9000
GINF,ENSA,Rabat,17.82,0,9,6,8,4,6,0,0,1,4,1,0,0
Cybersécurité,FST,Tanger,15.42,4,6,8,7,8,6,0,0,0,4,1,1,10600
GI,ENSA,Rabat,13.26,4,7,5,4,4,6,1,0,1,5,1,1,12900
GI,OFPPT,Agadir,10.21,3,7,3,3,4,2,2,0,0,10,0,0,0
Réseaux & Télécoms,EST,Fès,14.52,4,8,3,10,3,0,3,0,0,5,0,0,0
Réseaux & Télécoms,OFPPT,Rabat,10.77,3,10,3,6,10,0,0,0,0,4,0,0,0
GI,OFPPT,Rabat,16.68,1,5,9,6,6,0,0,0,0,9,1,0,0
Data Science,ENSA,Rabat,16.02,1,9,10,8,5,4,2,0,1,7,1,1,12800
Développement Web,Faculté (FS),Kenitra,13.68,4,5,9,8,4,6,1,0,1,7,1,1,10700
Développement Web,ENSA,Casablanca,13.43,0,9,7,9,8,3,0,0,0,8,1,1,10400
Cybersécurité,EST,Kenitra,17.18,2,8,10,8,9,6,0,0,0,9,1,1,8500
GI,OFPPT,Marrakech,12.31,0,5,3,4,5,0,2,1,0,7,1,0,0
GI,Faculté (FS),Rabat,11.99,4,4,7,10,8,0,1,0,0,6,1,0,0
GI,Faculté (FS),Rabat,17.51,3,8,9,7,10,7,2,0,1,4,1,1,11600
Data Science,EST,Agadir,16.47,0,10,5,8,5,4,2,0,1,5,1,0,0
Réseaux & Télécoms,EST,Agadir,16.57,1,9,4,9,4,3,1,1,0,4,0,0,0
GI,ENSA,Tanger,11.56,4,6,7,3,10,4,0,0,0,6,1,0,0
GI,OFPPT,Tanger,11.15,0,10,6,8,7,7,3,0,0,7,0,1,7400
GINF,FST,Agadir,10.21,0,10,3,7,9,5,3,1,0,4,1,1,8800
Data Science,OFPPT,Marrakech,11.9,3,6,10,3,5,1,3,0,1,6,0,0,0
Cybersécurité,ENSA,Tanger,16.19,3,6,4,3,10,1,2,1,0,9,1,0,0
GI,EST,Fès,11.92,3,9,7,3,7,1,0,0,0,7,0,0,0
GINF,EST,Fès,15.83,2,10,10,7,6,0,0,0,0,10,1,1,8500
Développement Web,ENSA,Marrakech,12.02,4,7,10,8,5,4,0,1,1,8,0,1,12500
Cybersécurité,EST,Agadir,13.16,4,8,8,7,3,0,0,0,0,9,1,0,0
GI,OFPPT,Tanger,17.87,1,8,9,7,8,1,2,0,0,8,0,1,8100
GI,OFPPT,Rabat,11.96,1,5,8,5,9,3,3,0,0,8,0,0,0
GINF,FST,Agadir,13.01,4,8,6,9,10,3,3,0,0,9,1,1,11400
Data Science,FST,Tanger,12.41,0,10,4,7,10,5,1,0,0,6,1,1,8200
GI,ENSA,Marrakech,10.88,4,8,5,4,6,4,0,0,0,6,1,0,0
Développement Web,OFPPT,Fès,13.92,2,10,7,9,6,5,3,1,0,5,0,1,8600
GI,ENSA,Marrakech,13.03,1,5,8,5,10,6,3,0,0,5,1,1,11300
Développement Web,Privée (EMSI/IGA),Tanger,15.56,1,8,8,3,9,3,0,0,0,8,0,0,0
Cybersécurité,FST,Marrakech,16.54,1,8,7,8,7,1,0,1,0,4,0,0,0
Cybersécurité,EST,Tanger,14.35,4,4,8,6,10,5,3,1,0,7,1,1,10300
Réseaux & Télécoms,Privée (EMSI/IGA),Tanger,10.26,1,9,5,8,10,5,1,0,0,5,1,1,10400
Réseaux & Télécoms,ENSA,Marrakech,14.95,1,5,10,5,4,5,0,1,0,7,1,1,10500
Développement Web,Faculté (FS),Casablanca,10.44,4,4,8,9,8,4,3,1,1,9,0,1,12300
Data Science,FST,Rabat,14.93,0,7,7,5,3,7,1,1,0,4,0,0,0
GI,ENSA,Agadir,15.48,1,5,3,9,9,6,2,0,0,8,0,1,9900
GI,FST,Fès,11.58,1,10,8,9,9,4,1,0,0,10,0,1,9500
Réseaux & Télécoms,Faculté (FS),Rabat,16.55,1,9,7,3,3,1,0,0,0,7,1,0,0
Développement Web,OFPPT,Agadir,17.29,2,8,10,7,7,1,2,0,0,9,1,1,8800
GI,ENSA,Agadir,16.5,4,10,10,7,7,1,1,0,1,8,0,1,12900
GI,Privée (EMSI/IGA),Fès,12.44,1,8,3,5,6,5,3,1,0,10,1,0,0
Data Science,ENSA,Rabat,14.69,2,4,8,7,9,7,0,0,1,7,1,1,12100
GINF,ENSA,Fès,17.32,0,4,8,5,7,1,2,1,1,4,0,0,0
Réseaux & Télécoms,EST,Tanger,12.57,0,7,7,8,4,6,3,0,0,5,1,0,0
Réseaux & Télécoms,ENSA,Fès,16.56,2,7,6,6,6,4,2,0,0,6,1,0,0
GINF,ENSA,Marrakech,10.08,0,9,6,8,6,3,1,0,0,8,1,0,0
GI,Privée (EMSI/IGA),Casablanca,10.03,3,8,4,6,10,1,3,0,0,5,0,0,0
Data Science,EST,Casablanca,16.08,0,10,6,3,6,2,0,0,0,7,1,0,0
Data Science,ENSA,Casablanca,16.09,3,6,5,10,3,4,3,0,1,9,1,0,0
Réseaux & Télécoms,ENSA,Rabat,16.31,2,10,10,4,10,0,1,0,1,9,1,1,12900
Data Science,OFPPT,Rabat,17.44,3,7,4,4,8,3,2,0,0,5,1,0,0
Cybersécurité,OFPPT,Tanger,10.94,0,8,10,10,8,4,3,0,0,6,1,0,0
GINF,EST,Kenitra,11.86,1,10,6,8,3,1,2,0,0,8,1,0,0
GI,ENSA,Casablanca,17.23,3,10,3,7,6,5,0,0,0,8,0,0,0
Cybersécurité,ENSA,Tanger,11.42,0,7,9,4,4,6,3,0,0,5,1,0,0
GINF,ENSA,Kenitra,15.46,1,10,7,6,5,2,2,1,0,4,0,0,0
Développement Web,ENSA,Casablanca,14.24,2,10,10,3,6,0,0,0,0,7,1,0,0
Réseaux & Télécoms,FST,Rabat,10.67,2,5,6,6,7,3,1,0,0,5,1,0,0
Data Science,ENSA,Kenitra,12.28,4,4,3,9,9,1,3,0,0,4,1,1,11800
Développement Web,FST,Marrakech,14.16,2,8,9,5,10,4,3,0,0,8,1,1,11000
Data Science,EST,Marrakech,16.82,4,10,4,7,9,7,3,0,0,7,0,1,9500
Cybersécurité,Privée (EMSI/IGA),Marrakech,15.66,2,7,7,7,10,4,2,1,1,8,1,0,0
GI,Privée (EMSI/IGA),Fès,14.98,2,4,10,4,10,3,2,1,1,6,1,1,12800
GI,Faculté (FS),Marrakech,13.97,2,10,6,10,8,2,0,0,0,9,1,1,8200
GI,EST,Agadir,12.39,4,10,4,5,9,5,3,0,0,10,1,1,9500
Data Science,EST,Casablanca,10.95,4,6,10,4,5,6,0,0,0,4,1,1,10500
Développement Web,FST,Marrakech,13.27,3,7,6,9,3,1,3,0,0,6,1,0,0
